,시간,내용,송출지역
0,2020/10/03 09:55:04,[청양군청] 코로나19 확산 방지를 위해 ▶외출·모임·행사 자제 ▶실내·외 반드시 마스크 착용 ▶내고장 청양을 위해 개천절 불법집회에는 참석하지 마시기 바랍니다.,충청남도 청양군
